vertex,c3_baseline_x,c3_baseline_y,c3_baseline_z,c3_deformed_x,c3_deformed_y,c3_deformed_z,c5_deformed_x,c5_deformed_y,c5_deformed_z,c3_c5_error
912,0.93036539,0.37770091,0.10419514,0.94742749,0.39064285,0.09591724,0.94742749,0.39064285,0.09591724,0.0
913,0.92788288,0.3774596,0.11338244,0.94500364,0.39049372,0.10504264,0.94500364,0.39049372,0.10504264,0.0
914,0.92335571,0.37600147,0.12182185,0.9410173,0.38854573,0.11263005,0.9410173,0.38854573,0.11263005,0.0
915,0.9177413,0.37409123,0.12952367,0.93608022,0.38673531,0.11907907,0.93608022,0.38673531,0.11907907,0.0
916,0.90767307,0.36745551,0.05857003,0.92140198,0.38078739,0.05231941,0.92140198,0.38078739,0.05231941,0.0
917,0.91294539,0.37166017,0.05810888,0.92734805,0.38454622,0.05187921,0.92734805,0.38454622,0.05187921,0.0
918,0.91986236,0.37903757,0.0649113,0.93483424,0.39089453,0.05795666,0.93483424,0.39089453,0.05795666,0.0
919,0.92261624,0.38332642,0.07363628,0.93826301,0.39492786,0.06616246,0.93826301,0.39492786,0.06616246,0.0
920,0.9238207,0.38645868,0.083173,0.93965894,0.39805427,0.07560079,0.93965894,0.39805427,0.07560079,0.0
921,0.92376024,0.38879193,0.09259208,0.93985793,0.40035848,0.08464946,0.93985793,0.40035848,0.08464946,0.0
922,0.92209242,0.38963013,0.10209792,0.93821786,0.40134452,0.09413663,0.93821786,0.40134452,0.09413663,0.0
923,0.91926649,0.38968001,0.11117672,0.9353884,0.40150003,0.10322011,0.9353884,0.40150003,0.10322011,0.0
924,0.91518955,0.38794138,0.11941523,0.9324399,0.39947014,0.11025363,0.9324399,0.39947014,0.11025363,0.0
925,0.90964701,0.38538011,0.12711937,0.92675946,0.39717523,0.11764341,0.92675946,0.39717523,0.11764341,0.0
926,0.90559051,0.36853868,0.05719523,0.91891643,0.38169038,0.05106309,0.91891643,0.38169038,0.05106309,0.0
927,0.90951115,0.37457206,0.05702391,0.92321192,0.38678621,0.05060605,0.92321192,0.38678621,0.05060605,0.0
928,0.91368072,0.38427899,0.06295836,0.92823791,0.39595451,0.05615608,0.92823791,0.39595451,0.05615608,0.0
929,0.91448087,0.39032567,0.07072297,0.92936511,0.40181205,0.0636631,0.92936511,0.40181205,0.0636631,0.0
930,0.91389734,0.39457768,0.08002776,0.92918718,0.40586194,0.07259505,0.92918718,0.40586194,0.07259505,0.0
931,0.91315003,0.39749331,0.08922985,0.92852898,0.40879837,0.08172519,0.92852898,0.40879837,0.08172519,0.0
932,0.91059467,0.39889025,0.09810196,0.92631064,0.41021271,0.09033339,0.92631064,0.41021271,0.09033339,0.0
933,0.90776874,0.39894012,0.10718076,0.92351537,0.41038322,0.09940509,0.92351537,0.41038322,0.09940509,0.0
934,0.90358499,0.39719081,0.11572867,0.91922911,0.40882084,0.10786016,0.91922911,0.40882084,0.10786016,0.0
935,0.89903679,0.39408148,0.12375714,0.91541451,0.40535472,0.11494421,0.91541451,0.40535472,0.11494421,0.0
936,0.90329434,0.36960047,0.05643924,0.91633435,0.38260423,0.05031218,0.91633435,0.38260423,0.05031218,0.0
937,0.90499066,0.37604461,0.05551424,0.91823036,0.38832575,0.04918369,0.91823036,0.38832575,0.04918369,0.0
938,0.90597653,0.38737207,0.06005895,0.91983767,0.39879483,0.05351697,0.91983767,0.39879483,0.05351697,0.0
939,0.90482392,0.39418935,0.06717606,0.91860222,0.40529529,0.06031809,0.91860222,0.40529529,0.06031809,0.0
940,0.90304536,0.39896577,0.07573978,0.91716087,0.40994952,0.0686108,0.91716087,0.40994952,0.0686108,0.0
941,0.90061686,0.40301184,0.08440055,0.91482,0.41402575,0.07720596,0.91482,0.41402575,0.07720596,0.0
942,0.8976472,0.40436377,0.09347472,0.91216576,0.41532033,0.08606509,0.91216576,0.41532033,0.08606509,0.0
943,0.89417035,0.40467051,0.10233769,0.90871751,0.41569555,0.09491457,0.90871751,0.41569555,0.09491457,0.0
944,0.89060159,0.40298985,0.11110028,0.90517016,0.41407938,0.10367056,0.90517016,0.41407938,0.10367056,0.0
945,0.88639682,0.39958933,0.11923724,0.90164735,0.4109552,0.1115085,0.90164735,0.4109552,0.1115085,0.0
946,0.90061979,0.37029173,0.05588646,0.91350258,0.38326371,0.04973568,0.91350258,0.38326371,0.04973568,0.0
947,0.90061389,0.37621511,0.0540092,0.91302089,0.38875853,0.04755601,0.91302089,0.38875853,0.04755601,0.0
948,0.89798072,0.38746688,0.0569553,0.91044814,0.39918328,0.05047982,0.91044814,0.39918328,0.05047982,0.0
949,0.89463973,0.3943694,0.06331989,0.9070692,0.40548765,0.05644022,0.9070692,0.40548765,0.05644022,0.0
950,0.89067279,0.39923108,0.07113109,0.90313506,0.41043135,0.06415289,0.90313506,0.41043135,0.06415289,0.0
951,0.88715706,0.40282502,0.07905427,0.89965409,0.41411442,0.07201836,0.89965409,0.41411442,0.07201836,0.0
952,0.88353648,0.40443382,0.0879126,0.89639696,0.41567311,0.08073017,0.89639696,0.41567311,0.08073017,0.0
953,0.87971621,0.40503175,0.09666708,0.89259532,0.41633043,0.0894578,0.89259532,0.41633043,0.0894578,0.0
954,0.87659768,0.40307058,0.10522876,0.88949148,0.41442372,0.09800134,0.88949148,0.41442372,0.09800134,0.0
955,0.87320857,0.39976235,0.11399714,0.88610488,0.41116684,0.10675828,0.88610488,0.41116684,0.10675828,0.0
956,0.89878875,0.3690963,0.05451977,0.91084405,0.38271648,0.04832429,0.91084405,0.38271648,0.04832429,0.0
957,0.89659447,0.37510492,0.05188999,0.90823923,0.38780241,0.04550004,0.90823923,0.38780241,0.04550004,0.0
958,0.89030731,0.38561929,0.05354921,0.90170413,0.39789578,0.04704511,0.90170413,0.39789578,0.04704511,0.0
959,0.88464912,0.3919324,0.05874685,0.89617283,0.40367896,0.05201338,0.89617283,0.40367896,0.05201338,0.0
960,0.87918063,0.39629694,0.06602252,0.89031202,0.40783846,0.05931249,0.89031202,0.40783846,0.05931249,0.0
961,0.874399,0.4000791,0.07351519,0.88551288,0.4116609,0.06678404,0.88551288,0.4116609,0.06678404,0.0
962,0.86954845,0.4015506,0.08194418,0.8807084,0.41306696,0.07507834,0.8807084,0.41306696,0.07507834,0.0
963,0.86576411,0.40182302,0.09069981,0.87745212,0.41364591,0.08364141,0.87745212,0.41364591,0.08364141,0.0
964,0.86253877,0.39985117,0.09957089,0.87425743,0.41171287,0.09249281,0.87425743,0.41171287,0.09249281,0.0
965,0.86017896,0.39665659,0.10835188,0.87192585,0.40854722,0.10125914,0.87192585,0.40854722,0.10125914,0.0
966,0.89678002,0.36755397,0.05377305,0.90870871,0.38129582,0.04757304,0.90870871,0.38129582,0.04757304,0.0
967,0.89291945,0.37271632,0.05019215,0.90413426,0.38563332,0.04381379,0.90413426,0.38563332,0.04381379,0.0
968,0.88377294,0.38093437,0.05078495,0.89459133,0.39367937,0.04443753,0.89459133,0.39367937,0.04443753,0.0
969,0.87652033,0.38575016,0.0550338,0.88664941,0.39806213,0.0486149,0.88664941,0.39806213,0.0486149,0.0
970,0.86958624,0.38929206,0.06177511,0.87960679,0.40161986,0.0553392,0.87960679,0.40161986,0.0553392,0.0
971,0.86337493,0.39192606,0.06873457,0.87362766,0.40403668,0.06206473,0.87362766,0.40403668,0.06206473,0.0
972,0.85866712,0.39308274,0.07685531,0.86895014,0.40521492,0.07018395,0.86895014,0.40521492,0.07018395,0.0
973,0.85426779,0.39328651,0.08539627,0.86458014,0.40544151,0.07872305,0.86458014,0.40544151,0.07872305,0.0
974,0.85165744,0.3913833,0.09448203,0.86201282,0.40357069,0.08780236,0.86201282,0.40357069,0.08780236,0.0
975,0.84953326,0.38887408,0.10336804,0.86045367,0.40120876,0.09640394,0.86045367,0.40120876,0.09640394,0.0
976,0.89457061,0.36598802,0.05260958,0.9063592,0.37987807,0.04641219,0.9063592,0.37987807,0.04641219,0.0
977,0.89000315,0.3690943,0.04871363,0.90099544,0.38236818,0.04238478,0.90099544,0.38236818,0.04238478,0.0
978,0.87848345,0.37441002,0.04804026,0.88865799,0.38762584,0.04152464,0.88865799,0.38762584,0.04152464,0.0
979,0.87018052,0.37746095,0.05186556,0.88009937,0.39074462,0.04522838,0.88009937,0.39074462,0.04522838,0.0
980,0.8619595,0.37953986,0.05776541,0.87163234,0.39238526,0.05120988,0.87163234,0.39238526,0.05120988,0.0
981,0.855241,0.38112867,0.06451367,0.86495236,0.39388439,0.05802317,0.86495236,0.39388439,0.05802317,0.0
982,0.84968257,0.38153135,0.07231472,0.85944749,0.39423969,0.06586809,0.85944749,0.39423969,0.06586809,0.0
983,0.84531917,0.38140961,0.08085684,0.85513915,0.39408497,0.07444055,0.85513915,0.39408497,0.07444055,0.0
984,0.84267289,0.37983191,0.08994144,0.85265847,0.3925347,0.08331387,0.85265847,0.3925347,0.08331387,0.0
985,0.84143526,0.37775118,0.0991483,0.85180543,0.39104214,0.09245435,0.85180543,0.39104214,0.09245435,0.0
986,0.89359215,0.36357213,0.05218835,0.90530444,0.37768221,0.04601235,0.90530444,0.37768221,0.04601235,0.0
987,0.88842461,0.36463305,0.04766793,0.89927363,0.37872214,0.04150881,0.89927363,0.37872214,0.04150881,0.0
988,0.87579763,0.36685821,0.04615891,0.88565637,0.38095752,0.03951432,0.88565637,0.38095752,0.03951432,0.0
989,0.86658712,0.36782945,0.04925241,0.87585441,0.38193668,0.04199351,0.87585441,0.38193668,0.04199351,0.0
990,0.85793077,0.36821214,0.05494338,0.86753439,0.38193605,0.0482105,0.86753439,0.38193605,0.0482105,0.0
991,0.85043351,0.36839593,0.06137427,0.85980388,0.38228689,0.05491811,0.85980388,0.38228689,0.05491811,0.0
992,0.84463945,0.36811325,0.0690703,0.85409914,0.3819576,0.06269458,0.85409914,0.3819576,0.06269458,0.0
993,0.84034792,0.36734048,0.07761473,0.85034578,0.38100704,0.07110958,0.85034578,0.38100704,0.07110958,0.0
994,0.83762977,0.36641382,0.08669701,0.84771915,0.38005402,0.08021653,0.84771915,0.38005402,0.08021653,0.0
995,0.83662777,0.36501843,0.09600889,0.84691358,0.37843442,0.08932532,0.84691358,0.37843442,0.08932532,0.0
996,0.90756112,0.36282967,0.05837158,0.9212758,0.37683607,0.05236714,0.9212758,0.37683607,0.05236714,0.0
997,0.90261505,0.35601414,0.05573539,0.91553177,0.37063826,0.05009208,0.91553177,0.37063826,0.05009208,0.0
998,0.8957825,0.36151242,0.05356662,0.90762838,0.37572851,0.04743714,0.90762838,0.37572851,0.04743714,0.0
999,0.90076449,0.36800244,0.05620397,0.9135273,0.38141898,0.05003218,0.9135273,0.38141898,0.05003218,0.0
1000,0.89625376,0.36288312,0.05377666,0.90813828,0.37699072,0.04763591,0.90813828,0.37699072,0.04763591,0.0
1001,0.90237382,0.36752304,0.05674298,0.91527044,0.38107528,0.05078331,0.91527044,0.38107528,0.05078331,0.0
1002,0.90708985,0.36145897,0.05816155,0.92078353,0.37557969,0.05218653,0.92078353,0.37557969,0.05218653,0.0
1003,0.90100572,0.35649354,0.05519639,0.91351243,0.37099609,0.0493596,0.91351243,0.37099609,0.0493596,0.0
1004,0.89960638,0.36721412,0.05577694,0.91172949,0.38096934,0.04960139,0.91172949,0.38096934,0.04960139,0.0
1005,0.90680241,0.36406308,0.05815227,0.92047846,0.37795773,0.05211814,0.92047846,0.37795773,0.05211814,0.0
1006,0.90377316,0.35680246,0.05616242,0.91675708,0.37140585,0.05051689,0.91675708,0.37140585,0.05051689,0.0
1007,0.89654121,0.36027901,0.05378593,0.90842895,0.37456859,0.04768241,0.90842895,0.37456859,0.04768241,0.0
1008,0.8972332,0.36431178,0.05451078,0.90919271,0.37829899,0.0483581,0.90919271,0.37829899,0.0483581,0.0
1009,0.90405501,0.3663926,0.0572843,0.9173121,0.37971652,0.05118143,0.9173121,0.37971652,0.05118143,0.0
1010,0.90614634,0.3597048,0.05742859,0.91949268,0.37411765,0.05169716,0.91949268,0.37411765,0.05169716,0.0
1011,0.89963203,0.3576583,0.0547624,0.91173423,0.37219213,0.04895707,0.91173423,0.37219213,0.04895707,0.0
1012,0.89828352,0.36607665,0.05493433,0.91031334,0.37992325,0.0487672,0.91031334,0.37992325,0.0487672,0.0
1013,0.90542871,0.36522784,0.05771829,0.91878324,0.37880623,0.05160729,0.91878324,0.37880623,0.05160729,0.0
1014,0.90506009,0.35826545,0.05700388,0.91835335,0.37277598,0.05129431,0.91835335,0.37277598,0.05129431,0.0
1015,0.89795084,0.35878874,0.05422108,0.90993292,0.3732579,0.04836617,0.90993292,0.3732579,0.04836617,0.0
1016,0.89913096,0.36024104,0.05537193,0.91152181,0.3744974,0.04944321,0.91152181,0.3744974,0.04944321,0.0
1017,0.90050465,0.35907628,0.05580592,0.91298599,0.37341025,0.04991321,0.91298599,0.37341025,0.04991321,0.0
1018,0.90229265,0.35795653,0.05603784,0.9151861,0.37244912,0.05035503,0.9151861,0.37244912,0.05035503,0.0
1019,0.89782814,0.361742,0.05462739,0.90981417,0.37591098,0.04851825,0.90981417,0.37591098,0.04851825,0.0
1020,0.89880758,0.36317066,0.0553615,0.91086726,0.37722801,0.04923921,0.91086726,0.37722801,0.04923921,0.0
1021,0.90007447,0.36199521,0.05610489,0.91253193,0.37612639,0.0501555,0.91253193,0.37612639,0.0501555,0.0
1022,0.90179159,0.36053926,0.05664737,0.91466266,0.37462002,0.05081233,0.91466266,0.37462002,0.05081233,0.0
1023,0.90327209,0.35938519,0.05677195,0.91622283,0.37379211,0.05106806,0.91622283,0.37379211,0.05106806,0.0
1024,0.90255446,0.36490824,0.05706165,0.91546719,0.37865923,0.05114796,0.91546719,0.37865923,0.05114796,0.0
1025,0.90392816,0.36374348,0.05749564,0.91691735,0.37758592,0.05160836,0.91691735,0.37758592,0.05160836,0.0
1026,0.90560935,0.36261304,0.05803696,0.91895614,0.3765119,0.05214402,0.91895614,0.3765119,0.05214402,0.0
1027,0.90118076,0.366073,0.05662767,0.91401415,0.37974042,0.05068777,0.91401415,0.37974042,0.05068777,0.0
1028,0.90146821,0.36346889,0.05663694,0.91431865,0.37733148,0.05074704,0.91431865,0.37733148,0.05074704,0.0
1029,0.90425153,0.36081385,0.05750607,0.91726168,0.3748933,0.05167841,0.91726168,0.3748933,0.05167841,0.0
1030,0.89978702,0.36459932,0.05609562,0.91222601,0.37854206,0.05009933,0.91222601,0.37854206,0.05009933,0.0
1031,0.90284191,0.36230413,0.05707092,0.91577138,0.37625701,0.0512087,0.91577138,0.37625701,0.0512087,0.0
1032,0.89092441,0.36063321,0.0497793,0.90185931,0.37500095,0.04366813,0.90185931,0.37500095,0.04366813,0.0
1033,0.89200552,0.3574574,0.04969617,0.90318581,0.37220519,0.04362151,0.90318581,0.37220519,0.04362151,0.0
1034,0.89420979,0.35440821,0.05035178,0.90583755,0.36922794,0.04446671,0.90583755,0.36922794,0.04446671,0.0
1035,0.89706399,0.35208938,0.05091035,0.90891432,0.36692876,0.04513771,0.90891432,0.36692876,0.04513771,0.0
1036,0.90051926,0.35082869,0.05240626,0.91291157,0.36632423,0.04700169,0.91291157,0.36632423,0.04700169,0.0
1037,0.90386674,0.35054453,0.05389869,0.91695046,0.36580102,0.04861512,0.91695046,0.36580102,0.04861512,0.0
1038,0.9071773,0.35157312,0.05507708,0.9204572,0.36692072,0.04977085,0.9204572,0.36692072,0.04977085,0.0
1039,0.90996577,0.35353324,0.05645406,0.923586,0.36882696,0.05077517,0.923586,0.36882696,0.05077517,0.0
1040,0.91203146,0.35640126,0.05761289,0.92585986,0.37115744,0.05183191,0.92585986,0.37115744,0.05183191,0.0
1041,0.9134103,0.35985165,0.05855473,0.92734942,0.37419193,0.05266758,0.92734942,0.37419193,0.05266758,0.0
1042,0.91325167,0.36313042,0.05895988,0.92746339,0.37687685,0.05292191,0.92746339,0.37687685,0.05292191,0.0
1043,0.91227738,0.36631691,0.05873361,0.92644529,0.37976503,0.05261876,0.92644529,0.37976503,0.05261876,0.0
1044,0.91023786,0.36971525,0.05849358,0.92406514,0.38285272,0.05221191,0.92406514,0.38285272,0.05221191,0.0
1045,0.90763321,0.37172995,0.05731736,0.92106167,0.38461173,0.05112236,0.92106167,0.38461173,0.05112236,0.0
1046,0.9040352,0.37330547,0.0561297,0.9172351,0.38575512,0.04976879,0.9172351,0.38575512,0.04976879,0.0
1047,0.90061684,0.37325342,0.05494783,0.91303197,0.3859503,0.04845072,0.91303197,0.3859503,0.04845072,0.0
1048,0.89772058,0.37226984,0.05356737,0.90967212,0.38529128,0.04715502,0.90967212,0.38529128,0.04715502,0.0
1049,0.89442394,0.37025176,0.05166632,0.90586077,0.38342979,0.04545927,0.90586077,0.38342979,0.04545927,0.0
1050,0.892523,0.3677329,0.05092307,0.9038476,0.38115662,0.04475573,0.9038476,0.38115662,0.04475573,0.0
1051,0.89118009,0.36395699,0.04998239,0.90218493,0.37801332,0.04385755,0.90218493,0.37801332,0.04385755,0.0
1052,0.8853086,0.36000017,0.04608555,0.89590753,0.3746852,0.03986621,0.89590753,0.3746852,0.03986621,0.0
1053,0.88674803,0.35455646,0.04570113,0.89725087,0.37010768,0.03965522,0.89725087,0.37010768,0.03965522,0.0
1054,0.89005443,0.34998267,0.04668455,0.90077389,0.36572333,0.04106469,0.90077389,0.36572333,0.04106469,0.0
1055,0.8943762,0.34651203,0.04840324,0.9057217,0.36222972,0.04305678,0.9057217,0.36222972,0.04305678,0.0
1056,0.89989104,0.34449142,0.05023725,0.91219719,0.36041926,0.04527596,0.91219719,0.36041926,0.04527596,0.0
1057,0.9051194,0.3440877,0.05237486,0.91803467,0.35992524,0.04747216,0.91803467,0.35992524,0.04747216,0.0
1058,0.91013219,0.34563706,0.05450552,0.92359915,0.36127344,0.04930581,0.92359915,0.36127344,0.04930581,0.0
1059,0.91465782,0.34877966,0.05652305,0.92849319,0.36422495,0.05112186,0.92849319,0.36422495,0.05112186,0.0
1060,0.91811725,0.35312135,0.05821393,0.9326597,0.36820234,0.05276379,0.9326597,0.36820234,0.05276379,0.0
1061,0.91993143,0.35826796,0.05936465,0.93468512,0.37227699,0.05340497,0.93468512,0.37227699,0.05340497,0.0
1062,0.91972197,0.36384896,0.06017842,0.93452888,0.37743022,0.05404366,0.93452888,0.37743022,0.05404366,0.0
1063,0.91853209,0.36898853,0.0599452,0.93326508,0.38216429,0.05370175,0.93326508,0.38216429,0.05370175,0.0
1064,0.91508294,0.37387715,0.05927003,0.92955412,0.38629326,0.05281233,0.92955412,0.38629326,0.05281233,0.0
1065,0.91096186,0.37737143,0.05796807,0.92494701,0.38936702,0.05148187,0.92494701,0.38936702,0.05148187,0.0
1066,0.90586133,0.37943705,0.055932,0.91915485,0.39153689,0.0496279,0.91915485,0.39153689,0.0496279,0.0
1067,0.90025459,0.37947024,0.05399761,0.91271013,0.39150791,0.04756818,0.91271013,0.39150791,0.04756818,0.0
1068,0.8952418,0.37792088,0.05186695,0.90704721,0.39031278,0.04538281,0.90704721,0.39031278,0.04538281,0.0
1069,0.89051549,0.37475464,0.04943268,0.90164131,0.3876077,0.04307599,0.90164131,0.3876077,0.04307599,0.0
1070,0.88736355,0.37044728,0.04784914,0.89823812,0.38369843,0.04150426,0.89823812,0.38369843,0.04150426,0.0
1071,0.88534869,0.36527704,0.04628168,0.89603992,0.37939346,0.04007008,0.89603992,0.37939346,0.04007008,0.0
1072,0.73470159,0.34317017,-0.01168749,0.725988,0.36424198,-0.02168059,0.725988,0.36424198,-0.02168059,0.0
1073,0.73824589,0.34357815,-0.00698342,0.72982811,0.36473541,-0.01702292,0.72982811,0.36473541,-0.01702292,0.0
1074,0.74714737,0.34425706,0.00027269,0.7396264,0.36506046,-0.00961996,0.7396264,0.36506046,-0.00961996,0.0
1075,0.75264056,0.34456293,0.00841916,0.74541471,0.36501388,-0.00150918,0.74541471,0.36501388,-0.00150918,0.0
1076,0.75626291,0.34466737,0.01799269,0.74930231,0.36512071,0.00850073,0.74930231,0.36512071,0.00850073,0.0
1077,0.75827691,0.344264,0.02734009,0.75125948,0.36475079,0.01798269,0.75125948,0.36475079,0.01798269,0.0
1078,0.75829028,0.34397176,0.03738724,0.75119546,0.36449986,0.02808462,0.75119546,0.36449986,0.02808462,0.0
1079,0.75649462,0.34314807,0.04679154,0.7493225,0.36372021,0.03750386,0.7493225,0.36372021,0.03750386,0.0
1080,0.75301875,0.34246758,0.05596738,0.74577367,0.36307606,0.04667473,0.74577367,0.36307606,0.04667473,0.0
1081,0.74800541,0.34161547,0.06460654,0.74028522,0.36194592,0.05481256,0.74028522,0.36194592,0.05481256,0.0
1082,0.73431709,0.33917172,-0.01230499,0.72558493,0.36086555,-0.02200721,0.72558493,0.36086555,-0.02200721,0.0
1083,0.73800511,0.33827764,-0.00759629,0.72963097,0.36015766,-0.01738045,0.72963097,0.36015766,-0.01738045,0.0
1084,0.74665092,0.33563277,-0.00054327,0.73890309,0.35725064,-0.01018728,0.73890309,0.35725064,-0.01018728,0.0
1085,0.75250243,0.33367074,0.00730191,0.74491486,0.35488704,-0.00223988,0.74491486,0.35488704,-0.00223988,0.0
1086,0.75613968,0.33179846,0.01646566,0.74896872,0.35288717,0.00740254,0.74896872,0.35288717,0.00740254,0.0
1087,0.7586049,0.33012735,0.02592503,0.75145719,0.35115895,0.01694159,0.75145719,0.35115895,0.01694159,0.0
1088,0.75841857,0.32882425,0.03586833,0.75124147,0.34959176,0.02667034,0.75124147,0.34959176,0.02667034,0.0
1089,0.75685952,0.32769868,0.04569052,0.74963286,0.34845826,0.03648506,0.74963286,0.34845826,0.03648506,0.0
1090,0.75304023,0.32730938,0.05475787,0.74575407,0.34806807,0.04552524,0.74575407,0.34806807,0.04552524,0.0
1091,0.74795503,0.3271083,0.06339471,0.7406117,0.34787035,0.0541342,0.7406117,0.34787035,0.0541342,0.0
1092,0.73313893,0.33574497,-0.01283009,0.724069,0.35798938,-0.02230075,0.724069,0.35798938,-0.02230075,0.0
1093,0.73608413,0.33312035,-0.0084376,0.72750656,0.35546666,-0.01791707,0.72750656,0.35546666,-0.01791707,0.0
1094,0.74378741,0.32773407,-0.00180466,0.73542191,0.35008228,-0.01112262,0.73542191,0.35008228,-0.01112262,0.0
1095,0.74831704,0.32364733,0.00551079,0.74027859,0.34577168,-0.00365557,0.74027859,0.34577168,-0.00365557,0.0
1096,0.75151896,0.32007884,0.01446565,0.74390011,0.34211349,0.0057654,0.74390011,0.34211349,0.0057654,0.0
1097,0.75316949,0.31732822,0.02360649,0.74560937,0.33891618,0.01459103,0.74560937,0.33891618,0.01459103,0.0
1098,0.75274753,0.31533977,0.03344477,0.74517741,0.33687561,0.02441593,0.74517741,0.33687561,0.02441593,0.0
1099,0.75102373,0.31386504,0.04285138,0.7434273,0.3353743,0.03380433,0.7434273,0.3353743,0.03380433,0.0
1100,0.74767668,0.31385922,0.05244165,0.74004562,0.33534674,0.04336493,0.74004562,0.33534674,0.04336493,0.0
1101,0.74282711,0.31434349,0.06118351,0.73457521,0.3360163,0.05152048,0.73457521,0.3360163,0.05152048,0.0
1102,0.73069487,0.33250643,-0.0137857,0.72104807,0.35520009,-0.02357407,0.72104807,0.35520009,-0.02357407,0.0
1103,0.73237514,0.3290828,-0.00951084,0.72317029,0.35185249,-0.01900868,0.72317029,0.35185249,-0.01900868,0.0
1104,0.7382843,0.32118835,-0.00393055,0.72952546,0.34395251,-0.01322081,0.72952546,0.34395251,-0.01322081,0.0
1105,0.74149205,0.3149769,0.00285517,0.73275273,0.33770024,-0.00639476,0.73275273,0.33770024,-0.00639476,0.0
1106,0.74360772,0.30996906,0.01138532,0.73486884,0.33261384,0.00210039,0.73486884,0.33261384,0.00210039,0.0
1107,0.74413607,0.3061046,0.02010028,0.73519356,0.32946432,0.01103009,0.73519356,0.32946432,0.01103009,0.0
1108,0.74347847,0.3034308,0.02983354,0.73495254,0.32595784,0.02053084,0.73495254,0.32595784,0.02053084,0.0
1109,0.74175467,0.30195608,0.03924015,0.73321796,0.32443742,0.02989494,0.73321796,0.32443742,0.02989494,0.0
1110,0.73810013,0.30191593,0.04872308,0.72954096,0.3243639,0.03933338,0.72954096,0.3243639,0.03933338,0.0
1111,0.73379369,0.30311988,0.0576773,0.72453516,0.32554371,0.04727993,0.72453516,0.32554371,0.04727993,0.0
1112,0.7274921,0.3305013,-0.01496062,0.71725402,0.35371397,-0.02468667,0.71725402,0.35371397,-0.02468667,0.0
1113,0.72805019,0.32596383,-0.01111163,0.71791779,0.34959331,-0.02061228,0.71791779,0.34959331,-0.02061228,0.0
1114,0.73133563,0.31645841,-0.00649274,0.72154648,0.3401483,-0.01584015,0.72154648,0.3401483,-0.01584015,0.0
1115,0.73311371,0.30909881,-0.00024023,0.72331865,0.333399,-0.00913956,0.72331865,0.333399,-0.00913956,0.0
1116,0.73349221,0.30290848,0.00764937,0.72368295,0.32723664,-0.00124495,0.72368295,0.32723664,-0.00124495,0.0
1117,0.73306313,0.29827933,0.01635404,0.72295232,0.32312885,0.00742197,0.72295232,0.32312885,0.00742197,0.0
1118,0.73151899,0.29517704,0.02576644,0.72151823,0.31978907,0.01665506,0.72151823,0.31978907,0.01665506,0.0
1119,0.72952363,0.29334249,0.03506688,0.71951028,0.31792026,0.02590532,0.71951028,0.31792026,0.02590532,0.0
1120,0.72614065,0.29366217,0.04465599,0.71615349,0.31790046,0.03511784,0.71615349,0.31790046,0.03511784,0.0
1121,0.72244919,0.29493477,0.05382488,0.71237771,0.31847321,0.04358127,0.71237771,0.31847321,0.04358127,0.0
1122,0.72345974,0.32939337,-0.01604428,0.71276633,0.35279944,-0.02577237,0.71276633,0.35279944,-0.02577237,0.0
1123,0.72278786,0.32471861,-0.01262465,0.7120562,0.34867267,-0.02231441,0.7120562,0.34867267,-0.02231441,0.0
1124,0.72296342,0.31420823,-0.00876741,0.71214704,0.33860833,-0.01806207,0.71214704,0.33860833,-0.01806207,0.0
1125,0.72217473,0.30656335,-0.00306421,0.71109757,0.33190082,-0.0122885,0.71109757,0.33190082,-0.0122885,0.0
1126,0.72074421,0.29984157,0.00418253,0.70962682,0.3252459,-0.00504959,0.70962682,0.3252459,-0.00504959,0.0
1127,0.71888448,0.29505149,0.01204111,0.70746539,0.32121262,0.00278364,0.70746539,0.32121262,0.00278364,0.0
1128,0.71665447,0.29154435,0.0215494,0.70499757,0.31783707,0.01204046,0.70499757,0.31783707,0.01204046,0.0
1129,0.71442249,0.29001167,0.03043194,0.70227871,0.31622896,0.02023697,0.70227871,0.31622896,0.02023697,0.0
1130,0.711347,0.29036568,0.04012839,0.69917713,0.31654416,0.02985126,0.69917713,0.31654416,0.02985126,0.0
1131,0.7085421,0.29206676,0.04961813,0.69658412,0.31698923,0.03794988,0.69658412,0.31698923,0.03794988,0.0
1132,0.71969796,0.32963251,-0.01733465,0.70865346,0.35337308,-0.0273119,0.70865346,0.35337308,-0.0273119,0.0
1133,0.7173818,0.32477544,-0.0141423,0.70616219,0.34890202,-0.02431134,0.70616219,0.34890202,-0.02431134,0.0
1134,0.71441056,0.31457285,-0.01136076,0.70282455,0.33922566,-0.02146999,0.70282455,0.33922566,-0.02146999,0.0
1135,0.71146943,0.3066877,-0.00640891,0.69951341,0.33221489,-0.01645561,0.69951341,0.33221489,-0.01645561,0.0
1136,0.70774371,0.30004048,0.0003947,0.69543547,0.32636685,-0.00972502,0.69543547,0.32636685,-0.00972502,0.0
1137,0.70465401,0.29511311,0.00782394,0.691853,0.32162775,-0.00291056,0.691853,0.32162775,-0.00291056,0.0
1138,0.7015724,0.2918392,0.01669966,0.68872568,0.31835207,0.00584031,0.68872568,0.31835207,0.00584031,0.0
1139,0.69885524,0.2899253,0.02609481,0.68599093,0.3163999,0.01513908,0.68599093,0.3163999,0.01513908,0.0
